;Hours;Oslo
26.11.2019;15 - 16;478,9
26.11.2019;16 - 17;503,38
26.11.2019;17 - 18;487,4
26.11.2019;18 - 19;464,85
26.11.2019;19 - 20;444,32
26.11.2019;20 - 21;439,77
26.11.2019;21 - 22;429,66
26.11.2019;22 - 23;417,32
26.11.2019;23 - 00;401,65
27.11.2019;00 - 01;396,16
27.11.2019;01 - 02;396,06
27.11.2019;02 - 03;397,47
27.11.2019;03 - 04;397,17
27.11.2019;04 - 05;395,35
27.11.2019;05 - 06;406,86
27.11.2019;06 - 07;420,99
27.11.2019;07 - 08;441,07
27.11.2019;08 - 09;465,4
27.11.2019;09 - 10;458,64
27.11.2019;10 - 11;443,5
27.11.2019;11 - 12;443,39
27.11.2019;12 - 13;445,31
27.11.2019;13 - 14;442,79
27.11.2019;14 - 15;436,13
27.11.2019;15 - 16;438,15
27.11.2019;16 - 17;441,17
27.11.2019;17 - 18;448,54
27.11.2019;18 - 19;432,29
27.11.2019;19 - 20;421,9
27.11.2019;20 - 21;415,64
27.11.2019;21 - 22;410,89
27.11.2019;22 - 23;406,66
27.11.2019;23 - 00;402,31
28.11.2019;00 - 01;394,49
28.11.2019;01 - 02;378,93
28.11.2019;02 - 03;372,67
28.11.2019;03 - 04;373,17
28.11.2019;04 - 05;381,05
28.11.2019;05 - 06;404,19
28.11.2019;06 - 07;414,39
28.11.2019;07 - 08;432,67
28.11.2019;08 - 09;435,4
28.11.2019;09 - 10;431,66
28.11.2019;10 - 11;432,37
28.11.2019;11 - 12;429,54
28.11.2019;12 - 13;437,32
28.11.2019;13 - 14;434,59
28.11.2019;14 - 15;428,63
28.11.2019;15 - 16;425,1
28.11.2019;16 - 17;425
28.11.2019;17 - 18;424,39
28.11.2019;18 - 19;420,05
28.11.2019;19 - 20;413,48
28.11.2019;20 - 21;408,43
28.11.2019;21 - 22;406
28.11.2019;22 - 23;405,09
28.11.2019;23 - 00;398,22
29.11.2019;00 - 01;406,81
29.11.2019;01 - 02;394,18
29.11.2019;02 - 03;390,44
29.11.2019;03 - 04;391,45
29.11.2019;04 - 05;389,53
29.11.2019;05 - 06;403,07
29.11.2019;06 - 07;412,88
29.11.2019;07 - 08;424,81
29.11.2019;08 - 09;429,56
29.11.2019;09 - 10;430,88
29.11.2019;10 - 11;428,85
29.11.2019;11 - 12;427,54
29.11.2019;12 - 13;421,07
29.11.2019;13 - 14;426,83
29.11.2019;14 - 15;429,46
29.11.2019;15 - 16;432,8
29.11.2019;16 - 17;443,92
29.11.2019;17 - 18;455,14
29.11.2019;18 - 19;446,75
29.11.2019;19 - 20;439,06
29.11.2019;20 - 21;427,34
29.11.2019;21 - 22;418,64
29.11.2019;22 - 23;413,89
29.11.2019;23 - 00;410,15
30.11.2019;00 - 01;408,91
30.11.2019;01 - 02;405,17
30.11.2019;02 - 03;404,97
30.11.2019;03 - 04;404,46
30.11.2019;04 - 05;404,67
30.11.2019;05 - 06;404,36
30.11.2019;06 - 07;403,05
30.11.2019;07 - 08;410,94
30.11.2019;08 - 09;414,88
30.11.2019;09 - 10;422,06
30.11.2019;10 - 11;425,6
30.11.2019;11 - 12;421,35
30.11.2019;12 - 13;417,61
30.11.2019;13 - 14;412,25
30.11.2019;14 - 15;415,99
30.11.2019;15 - 16;424,48
30.11.2019;16 - 17;465,84
30.11.2019;17 - 18;470,8
30.11.2019;18 - 19;461,59
30.11.2019;19 - 20;444,91
30.11.2019;20 - 21;433,48
30.11.2019;21 - 22;423,88
30.11.2019;22 - 23;417,81
30.11.2019;23 - 00;412,05
01.12.2019;00 - 01;403,73
01.12.2019;01 - 02;396,94
01.12.2019;02 - 03;396,33
01.12.2019;03 - 04;396,03
01.12.2019;04 - 05;396,13
01.12.2019;05 - 06;396,43
01.12.2019;06 - 07;396,43
01.12.2019;07 - 08;397,45
01.12.2019;08 - 09;405,76
01.12.2019;09 - 10;416,81
01.12.2019;10 - 11;437,09
01.12.2019;11 - 12;439,32
01.12.2019;12 - 13;437,6
01.12.2019;13 - 14;434,66
01.12.2019;14 - 15;437,4
01.12.2019;15 - 16;441,45
01.12.2019;16 - 17;457,17
01.12.2019;17 - 18;447,33
01.12.2019;18 - 19;437,8
01.12.2019;19 - 20;427,76
01.12.2019;20 - 21;421,88
01.12.2019;21 - 22;412,86
01.12.2019;22 - 23;407,99
01.12.2019;23 - 00;401,1
02.12.2019;00 - 01;397,96
02.12.2019;01 - 02;396,54
02.12.2019;02 - 03;395,52
02.12.2019;03 - 04;394,41
02.12.2019;04 - 05;394,91
02.12.2019;05 - 06;405,66
02.12.2019;06 - 07;427,46
02.12.2019;07 - 08;466,09
02.12.2019;08 - 09;553,39
02.12.2019;09 - 10;493,87
02.12.2019;10 - 11;459,4
02.12.2019;11 - 12;441,96
02.12.2019;12 - 13;425,43
02.12.2019;13 - 14;434,66
02.12.2019;14 - 15;454,43
02.12.2019;15 - 16;468,62
02.12.2019;16 - 17;506,44
02.12.2019;17 - 18;497,12
02.12.2019;18 - 19;491,64
02.12.2019;19 - 20;457,07
02.12.2019;20 - 21;440,03
02.12.2019;21 - 22;432,63
02.12.2019;22 - 23;421,99
02.12.2019;23 - 00;410,43
03.12.2019;00 - 01;407,11
03.12.2019;01 - 02;402,45
03.12.2019;02 - 03;400,22
03.12.2019;03 - 04;399,41
03.12.2019;04 - 05;404,28
03.12.2019;05 - 06;419,98
03.12.2019;06 - 07;446,31
03.12.2019;07 - 08;681,53
03.12.2019;08 - 09;774,62
03.12.2019;09 - 10;719,21
03.12.2019;10 - 11;612,75
03.12.2019;11 - 12;600,79
03.12.2019;12 - 13;559,56
03.12.2019;13 - 14;471,33
03.12.2019;14 - 15;466,57
03.12.2019;15 - 16;473,46
03.12.2019;16 - 17;496,56
03.12.2019;17 - 18;470,02
03.12.2019;18 - 19;455,94
03.12.2019;19 - 20;430,41
03.12.2019;20 - 21;418,46
03.12.2019;21 - 22;406,71
03.12.2019;22 - 23;402,55
03.12.2019;23 - 00;395,46
04.12.2019;00 - 01;374,48
04.12.2019;01 - 02;375,09
04.12.2019;02 - 03;374,38
04.12.2019;03 - 04;374,48
04.12.2019;04 - 05;380,26
04.12.2019;05 - 06;397,71
04.12.2019;06 - 07;419,92
04.12.2019;07 - 08;444,47
04.12.2019;08 - 09;456,74
04.12.2019;09 - 10;451,87
04.12.2019;10 - 11;443,76
04.12.2019;11 - 12;439,39
04.12.2019;12 - 13;441,63
04.12.2019;13 - 14;435,34
04.12.2019;14 - 15;437,06
04.12.2019;15 - 16;443,65
04.12.2019;16 - 17;444,36
04.12.2019;17 - 18;439,09
04.12.2019;18 - 19;428,64
04.12.2019;19 - 20;418,5
04.12.2019;20 - 21;410,28
04.12.2019;21 - 22;405,82
04.12.2019;22 - 23;399,53
04.12.2019;23 - 00;393,65
05.12.2019;00 - 01;381,54
05.12.2019;01 - 02;376,65
05.12.2019;02 - 03;377,26
05.12.2019;03 - 04;376,24
05.12.2019;04 - 05;377,57
05.12.2019;05 - 06;391,32
05.12.2019;06 - 07;403,03
05.12.2019;07 - 08;427,38
05.12.2019;08 - 09;441,63
05.12.2019;09 - 10;435,83
05.12.2019;10 - 11;420,75
05.12.2019;11 - 12;416,17
05.12.2019;12 - 13;413,63
05.12.2019;13 - 14;412,71
05.12.2019;14 - 15;411,28
05.12.2019;15 - 16;421,37
05.12.2019;16 - 17;430,13
05.12.2019;17 - 18;432,16
05.12.2019;18 - 19;411,59
05.12.2019;19 - 20;393,36
05.12.2019;20 - 21;391,52
05.12.2019;21 - 22;383,48
05.12.2019;22 - 23;370,64
05.12.2019;23 - 00;353,23
06.12.2019;00 - 01;351,73
06.12.2019;01 - 02;356,5
06.12.2019;02 - 03;361,98
06.12.2019;03 - 04;366,14
06.12.2019;04 - 05;365,23
06.12.2019;05 - 06;357,51
06.12.2019;06 - 07;373,14
06.12.2019;07 - 08;394,35
06.12.2019;08 - 09;405,82
06.12.2019;09 - 10;400,14
06.12.2019;10 - 11;400,24
06.12.2019;11 - 12;399,22
06.12.2019;12 - 13;398,92
06.12.2019;13 - 14;397,7
06.12.2019;14 - 15;397,6
06.12.2019;15 - 16;397,19
06.12.2019;16 - 17;399,83
06.12.2019;17 - 18;406,63
06.12.2019;18 - 19;394,76
06.12.2019;19 - 20;389,78
06.12.2019;20 - 21;384,1
06.12.2019;21 - 22;377,2
06.12.2019;22 - 23;379,23
06.12.2019;23 - 00;378,93
07.12.2019;00 - 01;369,61
07.12.2019;01 - 02;371,64
07.12.2019;02 - 03;370,42
07.12.2019;03 - 04;366,27
07.12.2019;04 - 05;364,54
07.12.2019;05 - 06;356,74
07.12.2019;06 - 07;356,03
07.12.2019;07 - 08;364,34
07.12.2019;08 - 09;375,8
07.12.2019;09 - 10;382,49
07.12.2019;10 - 11;385,63
07.12.2019;11 - 12;384,21
07.12.2019;12 - 13;381,37
07.12.2019;13 - 14;379,75
07.12.2019;14 - 15;383,5
07.12.2019;15 - 16;386,75
07.12.2019;16 - 17;395,77
07.12.2019;17 - 18;408,54
07.12.2019;18 - 19;410,37
07.12.2019;19 - 20;395,46
07.12.2019;20 - 21;385,73
07.12.2019;21 - 22;378,33
07.12.2019;22 - 23;377,72
07.12.2019;23 - 00;374,28
08.12.2019;00 - 01;375,09
08.12.2019;01 - 02;373,57
08.12.2019;02 - 03;369,93
08.12.2019;03 - 04;370,24
08.12.2019;04 - 05;370,84
08.12.2019;05 - 06;373,68
08.12.2019;06 - 07;374,28
08.12.2019;07 - 08;377,01
08.12.2019;08 - 09;378,83
08.12.2019;09 - 10;380,45
08.12.2019;10 - 11;384,4
08.12.2019;11 - 12;385,61
08.12.2019;12 - 13;382,98
08.12.2019;13 - 14;383,18
08.12.2019;14 - 15;384,8
08.12.2019;15 - 16;386,01
08.12.2019;16 - 17;386,62
08.12.2019;17 - 18;389,35
08.12.2019;18 - 19;389,35
08.12.2019;19 - 20;388,44
08.12.2019;20 - 21;384,6
08.12.2019;21 - 22;378,63
08.12.2019;22 - 23;377,92
08.12.2019;23 - 00;377,11
09.12.2019;00 - 01;377,01
09.12.2019;01 - 02;376,41
09.12.2019;02 - 03;376,41
09.12.2019;03 - 04;376,41
09.12.2019;04 - 05;378,33
09.12.2019;05 - 06;378,73
09.12.2019;06 - 07;373,57
09.12.2019;07 - 08;390,06
09.12.2019;08 - 09;404,42
09.12.2019;09 - 10;402,19
09.12.2019;10 - 11;400,27
09.12.2019;11 - 12;401,79
09.12.2019;12 - 13;403,61
09.12.2019;13 - 14;403,81
09.12.2019;14 - 15;404,22
09.12.2019;15 - 16;400,27
09.12.2019;16 - 17;406,24
09.12.2019;17 - 18;411,4
09.12.2019;18 - 19;396,63
09.12.2019;19 - 20;383,79
09.12.2019;20 - 21;376,1
09.12.2019;21 - 22;376,71
09.12.2019;22 - 23;378,53
09.12.2019;23 - 00;375,6
10.12.2019;00 - 01;378,71
10.12.2019;01 - 02;377,8
10.12.2019;02 - 03;376,28
10.12.2019;03 - 04;377,4
10.12.2019;04 - 05;379,12
10.12.2019;05 - 06;388,64
10.12.2019;06 - 07;414,15
10.12.2019;07 - 08;495,67
10.12.2019;08 - 09;552,58
10.12.2019;09 - 10;538,5
10.12.2019;10 - 11;499,92
10.12.2019;11 - 12;466,91
10.12.2019;12 - 13;443,42
10.12.2019;13 - 14;436,33
10.12.2019;14 - 15;428,73
10.12.2019;15 - 16;427,01
10.12.2019;16 - 17;429,85
10.12.2019;17 - 18;421,75
10.12.2019;18 - 19;404,23
10.12.2019;19 - 20;392,99
10.12.2019;20 - 21;381,75
10.12.2019;21 - 22;373,65
10.12.2019;22 - 23;374,05
10.12.2019;23 - 00;370,41
11.12.2019;00 - 01;371,19
11.12.2019;01 - 02;369,36
11.12.2019;02 - 03;367,83
11.12.2019;03 - 04;369,26
11.12.2019;04 - 05;369,15
11.12.2019;05 - 06;365,99
11.12.2019;06 - 07;370,99
11.12.2019;07 - 08;386,48
11.12.2019;08 - 09;402,58
11.12.2019;09 - 10;404,11
11.12.2019;10 - 11;403,2
11.12.2019;11 - 12;403,91
11.12.2019;12 - 13;405,03
11.12.2019;13 - 14;404,62
11.12.2019;14 - 15;404,42
11.12.2019;15 - 16;406,36
11.12.2019;16 - 17;407,58
11.12.2019;17 - 18;406,66
11.12.2019;18 - 19;405,54
11.12.2019;19 - 20;399,63
11.12.2019;20 - 21;397,49
11.12.2019;21 - 22;393,72
11.12.2019;22 - 23;383,52
11.12.2019;23 - 00;378,84
12.12.2019;00 - 01;373,83
12.12.2019;01 - 02;367,95
12.12.2019;02 - 03;365,21
12.12.2019;03 - 04;358,92
12.12.2019;04 - 05;366,12
12.12.2019;05 - 06;375,25
12.12.2019;06 - 07;395,35
12.12.2019;07 - 08;415,13
12.12.2019;08 - 09;418,69
12.12.2019;09 - 10;416,15
12.12.2019;10 - 11;417,16
12.12.2019;11 - 12;415,54
12.12.2019;12 - 13;414,93
12.12.2019;13 - 14;414,93
12.12.2019;14 - 15;414,02
12.12.2019;15 - 16;416,35
12.12.2019;16 - 17;418,89
12.12.2019;17 - 18;416,66
12.12.2019;18 - 19;414,83
12.12.2019;19 - 20;396,46
12.12.2019;20 - 21;382,56
12.12.2019;21 - 22;374,54
12.12.2019;22 - 23;365,41
12.12.2019;23 - 00;357,7
13.12.2019;00 - 01;355,28
13.12.2019;01 - 02;353,76
13.12.2019;02 - 03;353,36
13.12.2019;03 - 04;353,36
13.12.2019;04 - 05;352,25
13.12.2019;05 - 06;359,23
13.12.2019;06 - 07;367,93
13.12.2019;07 - 08;384,13
13.12.2019;08 - 09;397,69
13.12.2019;09 - 10;401,94
13.12.2019;10 - 11;393,85
13.12.2019;11 - 12;389,8
13.12.2019;12 - 13;391,01
13.12.2019;13 - 14;390,2
13.12.2019;14 - 15;385,45
13.12.2019;15 - 16;391,11
13.12.2019;16 - 17;397,29
13.12.2019;17 - 18;402,25
13.12.2019;18 - 19;394,66
13.12.2019;19 - 20;389,8
13.12.2019;20 - 21;378,56
13.12.2019;21 - 22;370,26
13.12.2019;22 - 23;366,32
13.12.2019;23 - 00;363,68
14.12.2019;00 - 01;368,12
14.12.2019;01 - 02;367,42
14.12.2019;02 - 03;366,41
14.12.2019;03 - 04;366,21
14.12.2019;04 - 05;364,6
14.12.2019;05 - 06;364
14.12.2019;06 - 07;363,09
14.12.2019;07 - 08;363,9
14.12.2019;08 - 09;365,91
14.12.2019;09 - 10;369,73
14.12.2019;10 - 11;371,95
14.12.2019;11 - 12;372,35
14.12.2019;12 - 13;372,05
14.12.2019;13 - 14;374,06
14.12.2019;14 - 15;372,65
14.12.2019;15 - 16;374,46
14.12.2019;16 - 17;376,17
14.12.2019;17 - 18;378,59
14.12.2019;18 - 19;378,29
14.12.2019;19 - 20;377,99
14.12.2019;20 - 21;375,67
14.12.2019;21 - 22;371,54
14.12.2019;22 - 23;372,55
14.12.2019;23 - 00;370,84
15.12.2019;00 - 01;363,96
15.12.2019;01 - 02;364,06
15.12.2019;02 - 03;363,66
15.12.2019;03 - 04;363,16
15.12.2019;04 - 05;362,66
15.12.2019;05 - 06;362,15
15.12.2019;06 - 07;361,75
15.12.2019;07 - 08;362,05
15.12.2019;08 - 09;363,46
15.12.2019;09 - 10;364,26
15.12.2019;10 - 11;367,98
15.12.2019;11 - 12;367,88
15.12.2019;12 - 13;367,88
15.12.2019;13 - 14;368,28
15.12.2019;14 - 15;370,09
15.12.2019;15 - 16;371,7
15.12.2019;16 - 17;369,29
15.12.2019;17 - 18;372,8
15.12.2019;18 - 19;372,2
15.12.2019;19 - 20;371,5
15.12.2019;20 - 21;368,78
15.12.2019;21 - 22;366,57
15.12.2019;22 - 23;364,16
15.12.2019;23 - 00;364,26
16.12.2019;00 - 01;365,57
16.12.2019;01 - 02;362,36
16.12.2019;02 - 03;361,25
16.12.2019;03 - 04;361,15
16.12.2019;04 - 05;360,95
16.12.2019;05 - 06;370,09
16.12.2019;06 - 07;390,48
16.12.2019;07 - 08;407,36
16.12.2019;08 - 09;430,77
16.12.2019;09 - 10;421,93
16.12.2019;10 - 11;413,89
16.12.2019;11 - 12;410,17
16.12.2019;12 - 13;412,89
16.12.2019;13 - 14;414,59
16.12.2019;14 - 15;416
16.12.2019;15 - 16;425,14
16.12.2019;16 - 17;428,56
16.12.2019;17 - 18;425,64
16.12.2019;18 - 19;416
16.12.2019;19 - 20;408,67
16.12.2019;20 - 21;403,54
16.12.2019;21 - 22;393,2
16.12.2019;22 - 23;380,34
16.12.2019;23 - 00;373,61
17.12.2019;00 - 01;366,02
17.12.2019;01 - 02;365,22
17.12.2019;02 - 03;364,82
17.12.2019;03 - 04;364,82
17.12.2019;04 - 05;364,22
17.12.2019;05 - 06;372,04
17.12.2019;06 - 07;380,36
17.12.2019;07 - 08;406,43
17.12.2019;08 - 09;452,04
17.12.2019;09 - 10;414,35
17.12.2019;10 - 11;402,52
17.12.2019;11 - 12;392,69
17.12.2019;12 - 13;389,78
17.12.2019;13 - 14;391,49
17.12.2019;14 - 15;397
17.12.2019;15 - 16;412,64
17.12.2019;16 - 17;415,25
17.12.2019;17 - 18;408,93
17.12.2019;18 - 19;388,88
17.12.2019;19 - 20;380,56
17.12.2019;20 - 21;373,04
17.12.2019;21 - 22;374,14
17.12.2019;22 - 23;370,23
17.12.2019;23 - 00;365,72
18.12.2019;00 - 01;365,1
18.12.2019;01 - 02;364,59
18.12.2019;02 - 03;364,49
18.12.2019;03 - 04;364,79
18.12.2019;04 - 05;365,6
18.12.2019;05 - 06;370,23
18.12.2019;06 - 07;378,9
18.12.2019;07 - 08;402,47
18.12.2019;08 - 09;410,63
18.12.2019;09 - 10;414,96
18.12.2019;10 - 11;409,32
18.12.2019;11 - 12;404,79
18.12.2019;12 - 13;401,77
18.12.2019;13 - 14;400,96
18.12.2019;14 - 15;401,77
18.12.2019;15 - 16;403,58
18.12.2019;16 - 17;407,31
18.12.2019;17 - 18;409,12
18.12.2019;18 - 19;405,49
18.12.2019;19 - 20;401,67
18.12.2019;20 - 21;394,61
18.12.2019;21 - 22;383,33
18.12.2019;22 - 23;373,66
18.12.2019;23 - 00;365,1
19.12.2019;00 - 01;362,47
19.12.2019;01 - 02;360,87
19.12.2019;02 - 03;357,45
19.12.2019;03 - 04;356,14
19.12.2019;04 - 05;357,45
19.12.2019;05 - 06;365,69
19.12.2019;06 - 07;372,83
19.12.2019;07 - 08;391,11
19.12.2019;08 - 09;402,87
19.12.2019;09 - 10;398,15
19.12.2019;10 - 11;382,27
19.12.2019;11 - 12;378,75
19.12.2019;12 - 13;377,55
19.12.2019;13 - 14;378,55
19.12.2019;14 - 15;381,97
19.12.2019;15 - 16;389,11
19.12.2019;16 - 17;396,84
19.12.2019;17 - 18;395,54
19.12.2019;18 - 19;390,01
19.12.2019;19 - 20;381,47
19.12.2019;20 - 21;371,12
19.12.2019;21 - 22;366,59
19.12.2019;22 - 23;366,7
19.12.2019;23 - 00;364,28
20.12.2019;00 - 01;360,46
20.12.2019;01 - 02;358,86
20.12.2019;02 - 03;358,56
20.12.2019;03 - 04;356,66
20.12.2019;04 - 05;358,46
20.12.2019;05 - 06;359,26
20.12.2019;06 - 07;366,15
20.12.2019;07 - 08;374,93
20.12.2019;08 - 09;380,62
20.12.2019;09 - 10;379,82
20.12.2019;10 - 11;378,72
20.12.2019;11 - 12;378,72
20.12.2019;12 - 13;377,03
20.12.2019;13 - 14;375,23
20.12.2019;14 - 15;374,23
20.12.2019;15 - 16;373,53
20.12.2019;16 - 17;373,93
20.12.2019;17 - 18;373,83
20.12.2019;18 - 19;374,13
20.12.2019;19 - 20;369,34
20.12.2019;20 - 21;360,96
20.12.2019;21 - 22;360,56
20.12.2019;22 - 23;357,26
20.12.2019;23 - 00;353,87
21.12.2019;00 - 01;354,27
21.12.2019;01 - 02;352,68
21.12.2019;02 - 03;350,39
21.12.2019;03 - 04;348,79
21.12.2019;04 - 05;348,79
21.12.2019;05 - 06;350,59
21.12.2019;06 - 07;344,41
21.12.2019;07 - 08;351,88
21.12.2019;08 - 09;350,29
21.12.2019;09 - 10;357,86
21.12.2019;10 - 11;360,55
21.12.2019;11 - 12;361,95
21.12.2019;12 - 13;361,25
21.12.2019;13 - 14;360,35
21.12.2019;14 - 15;366,53
21.12.2019;15 - 16;373,01
21.12.2019;16 - 17;380,38
21.12.2019;17 - 18;381,58
21.12.2019;18 - 19;376,3
21.12.2019;19 - 20;367,93
21.12.2019;20 - 21;357,86
21.12.2019;21 - 22;355,37
21.12.2019;22 - 23;350,89
21.12.2019;23 - 00;346,6
22.12.2019;00 - 01;359,05
22.12.2019;01 - 02;358,06
22.12.2019;02 - 03;357,36
22.12.2019;03 - 04;357,36
22.12.2019;04 - 05;357,46
22.12.2019;05 - 06;357,86
22.12.2019;06 - 07;357,66
22.12.2019;07 - 08;359,75
22.12.2019;08 - 09;359,85
22.12.2019;09 - 10;362,83
22.12.2019;10 - 11;369,49
22.12.2019;11 - 12;373,97
22.12.2019;12 - 13;373,37
22.12.2019;13 - 14;368,8
22.12.2019;14 - 15;371,28
22.12.2019;15 - 16;374,47
22.12.2019;16 - 17;382,32
22.12.2019;17 - 18;385,9
22.12.2019;18 - 19;380,73
22.12.2019;19 - 20;371,98
22.12.2019;20 - 21;367,9
22.12.2019;21 - 22;367,21
22.12.2019;22 - 23;365,52
22.12.2019;23 - 00;361,24
23.12.2019;00 - 01;358,35
23.12.2019;01 - 02;356,56
23.12.2019;02 - 03;354,28
23.12.2019;03 - 04;353,98
23.12.2019;04 - 05;354,77
23.12.2019;05 - 06;356,07
23.12.2019;06 - 07;359,65
23.12.2019;07 - 08;364,32
23.12.2019;08 - 09;371,28
23.12.2019;09 - 10;373,57
23.12.2019;10 - 11;371,98
23.12.2019;11 - 12;370,99
23.12.2019;12 - 13;369,29
23.12.2019;13 - 14;368,4
23.12.2019;14 - 15;368,9
23.12.2019;15 - 16;373,07
23.12.2019;16 - 17;377,65
23.12.2019;17 - 18;387,5
23.12.2019;18 - 19;389,78
23.12.2019;19 - 20;377,55
23.12.2019;20 - 21;367,31
23.12.2019;21 - 22;361,64
23.12.2019;22 - 23;359,25
23.12.2019;23 - 00;357,16
24.12.2019;00 - 01;360,25
24.12.2019;01 - 02;358,96
24.12.2019;02 - 03;354,5
24.12.2019;03 - 04;354,2
24.12.2019;04 - 05;354,69
24.12.2019;05 - 06;354,4
24.12.2019;06 - 07;357,77
24.12.2019;07 - 08;360,94
24.12.2019;08 - 09;360,74
24.12.2019;09 - 10;366,79
24.12.2019;10 - 11;363,12
24.12.2019;11 - 12;366,79
24.12.2019;12 - 13;367,88
24.12.2019;13 - 14;368,57
24.12.2019;14 - 15;368,08
24.12.2019;15 - 16;371,84
24.12.2019;16 - 17;379,38
24.12.2019;17 - 18;383,74
24.12.2019;18 - 19;370,85
24.12.2019;19 - 20;357,27
24.12.2019;20 - 21;360,25
24.12.2019;21 - 22;357,47
24.12.2019;22 - 23;357,37
24.12.2019;23 - 00;356,97
25.12.2019;00 - 01;351,28
25.12.2019;01 - 02;351,78
25.12.2019;02 - 03;351,09
25.12.2019;03 - 04;351,28
25.12.2019;04 - 05;352,66
25.12.2019;05 - 06;352,86
25.12.2019;06 - 07;352,86
25.12.2019;07 - 08;352,27
25.12.2019;08 - 09;352,37
25.12.2019;09 - 10;355,43
25.12.2019;10 - 11;352,66
25.12.2019;11 - 12;354,84
25.12.2019;12 - 13;358,09
25.12.2019;13 - 14;357,1
25.12.2019;14 - 15;356,61
25.12.2019;15 - 16;359,57
25.12.2019;16 - 17;366,97
25.12.2019;17 - 18;368,75
25.12.2019;18 - 19;368,55
25.12.2019;19 - 20;359,08
25.12.2019;20 - 21;356,12
25.12.2019;21 - 22;353,16
25.12.2019;22 - 23;356,22
25.12.2019;23 - 00;353,45
26.12.2019;00 - 01;350,89
26.12.2019;01 - 02;349,8
26.12.2019;02 - 03;349,01
26.12.2019;03 - 04;350,69
26.12.2019;04 - 05;351,48
26.12.2019;05 - 06;352,47
26.12.2019;06 - 07;351,88
26.12.2019;07 - 08;352,17
26.12.2019;08 - 09;353,95
26.12.2019;09 - 10;358,58
26.12.2019;10 - 11;357,1
26.12.2019;11 - 12;361,05
26.12.2019;12 - 13;361,84
26.12.2019;13 - 14;361,94
26.12.2019;14 - 15;368,06
26.12.2019;15 - 16;380,19
26.12.2019;16 - 17;391,44
26.12.2019;17 - 18;399,04
26.12.2019;18 - 19;395,59
26.12.2019;19 - 20;383,85
26.12.2019;20 - 21;367,47
26.12.2019;21 - 22;362,93
26.12.2019;22 - 23;359,67
26.12.2019;23 - 00;350,2
27.12.2019;00 - 01;350,39
27.12.2019;01 - 02;350
27.12.2019;02 - 03;349,51
27.12.2019;03 - 04;349,31
27.12.2019;04 - 05;349,7
27.12.2019;05 - 06;351,09
27.12.2019;06 - 07;356,41
27.12.2019;07 - 08;370,82
27.12.2019;08 - 09;380,39
27.12.2019;09 - 10;387,79
27.12.2019;10 - 11;385,33
27.12.2019;11 - 12;390,65
27.12.2019;12 - 13;390,56
27.12.2019;13 - 14;389,77
27.12.2019;14 - 15;394,11
27.12.2019;15 - 16;397,56
27.12.2019;16 - 17;403,98
27.12.2019;17 - 18;401,41
27.12.2019;18 - 19;398,05
27.12.2019;19 - 20;393,12
27.12.2019;20 - 21;377,14
27.12.2019;21 - 22;361,84
27.12.2019;22 - 23;352,76
27.12.2019;23 - 00;345,36
28.12.2019;00 - 01;338,21
28.12.2019;01 - 02;337,13
28.12.2019;02 - 03;336,34
28.12.2019;03 - 04;335,94
28.12.2019;04 - 05;335,94
28.12.2019;05 - 06;335,94
28.12.2019;06 - 07;336,83
28.12.2019;07 - 08;336,43
28.12.2019;08 - 09;341,87
28.12.2019;09 - 10;350,16
28.12.2019;10 - 11;351,74
28.12.2019;11 - 12;346,21
28.12.2019;12 - 13;342,76
28.12.2019;13 - 14;341,87
28.12.2019;14 - 15;345,13
28.12.2019;15 - 16;353,92
28.12.2019;16 - 17;364,49
28.12.2019;17 - 18;362,61
28.12.2019;18 - 19;358,17
28.12.2019;19 - 20;351,15
28.12.2019;20 - 21;345,42
28.12.2019;21 - 22;341,18
28.12.2019;22 - 23;337,82
28.12.2019;23 - 00;327,84
29.12.2019;00 - 01;332,48
29.12.2019;01 - 02;331,99
29.12.2019;02 - 03;331,2
29.12.2019;03 - 04;330,9
29.12.2019;04 - 05;330,51
29.12.2019;05 - 06;330,9
29.12.2019;06 - 07;333,57
29.12.2019;07 - 08;325,77
29.12.2019;08 - 09;323,21
29.12.2019;09 - 10;324,89
29.12.2019;10 - 11;330,71
29.12.2019;11 - 12;334,85
29.12.2019;12 - 13;327,35
29.12.2019;13 - 14;326,27
